name,codepoint_hex,codepoint_dec
pest_control,0xf0fa,61690
pest_control_rodent,0xf0fd,61693
pet_supplies,0xefb1,61361
pets,0xe91d,59677
phishing,0xead7,60119
phone,0xf0d4,61652
phone_alt,0xf0d4,61652
phone_android,0xf2db,62171
phone_bluetooth_speaker,0xe61b,58907
phone_callback,0xe649,58953
phone_disabled,0xe9cc,59852
phone_enabled,0xe9cd,59853
phone_forwarded,0xe61c,58908
phone_in_talk,0xe61d,58909
phone_iphone,0xf2da,62170
phone_locked,0xe61e,58910
phone_missed,0xe61f,58911
phone_paused,0xe620,58912
phonelink,0xe326,58150
phonelink_erase,0xf2ea,62186
phonelink_lock,0xf2be,62142
phonelink_off,0xf7a5,63397
phonelink_ring,0xf2e8,62184
phonelink_ring_off,0xf7aa,63402
phonelink_setup,0xf2d9,62169
photo,0xe432,58418
photo_album,0xe411,58385
photo_auto_merge,0xf530,62768
photo_camera,0xe412,58386
photo_camera_back,0xef68,61288
photo_camera_front,0xef69,61289
photo_filter,0xe43b,58427
photo_frame,0xf0d9,61657
photo_library,0xe413,58387
photo_prints,0xefb2,61362
photo_size_select_actual,0xe432,58418
photo_size_select_large,0xe433,58419
photo_size_select_small,0xe434,58420
php,0xeb8f,60303
physical_therapy,0xe11e,57630
piano,0xe521,58657
piano_off,0xe520,58656
pickleball,0xf2a6,62118
picture_as_pdf,0xe415,58389
picture_in_picture,0xe8aa,59562
picture_in_picture_alt,0xe911,59665
picture_in_picture_center,0xf550,62800
picture_in_picture_large,0xf54f,62799
picture_in_picture_medium,0xf54e,62798
picture_in_picture_mobile,0xf517,62743
picture_in_picture_off,0xf52f,62767
picture_in_picture_small,0xf54d,62797
pie_chart,0xf0da,61658
pie_chart_filled,0xf0da,61658
pie_chart_outline,0xf0da,61658
pie_chart_outlined,0xf0da,61658
pill,0xe11f,57631
pill_off,0xf809,63497
pin,0xf045,61509
pin_drop,0xe55e,58718
pin_end,0xe767,59239
pin_invoke,0xe763,59235
pinboard,0xf3ab,62379
pinboard_unread,0xf3ac,62380
pinch,0xeb38,60216
pinch_zoom_in,0xf1fa,61946
pinch_zoom_out,0xf1fb,61947
pip,0xf64d,63053
pip_exit,0xf70d,63245
pivot_table_chart,0xe9ce,59854
place,0xf1db,61915
place_item,0xf1f0,61936
plagiarism,0xea5a,59994
plane_contrails,0xf2ac,62124
planet,0xf387,62343
planner_banner_ad_pt,0xe692,59026
planner_review,0xe694,59028
play_arrow,0xe037,57399
play_circle,0xe1c4,57796
play_disabled,0xef6a,61290
play_for_work,0xe906,59654
play_lesson,0xf047,61511
play_music,0xe6ee,59118
play_pause,0xf137,61751
play_shapes,0xf7fc,63484
playground,0xf28e,62094
playground_2,0xf28f,62095
playing_cards,0xf5dc,62940
playlist_add,0xe03b,57403
playlist_add_check,0xe065,57445
playlist_add_check_circle,0xe7e6,59366
playlist_add_circle,0xe7e5,59365
playlist_play,0xe05f,57439
playlist_remove,0xeb80,60288
plug_connect,0xf35a,62298
plumbing,0xf107,61703
plus_one,0xe800,59392
podcasts,0xf048,61512
podiatry,0xe120,57632
podium,0xf7fb,63483
point_of_sale,0xf17e,61822
point_scan,0xf70c,63244
poker_chip,0xf49b,62619
policy,0xea17,59927
policy_alert,0xf407,62471
poll,0xf0cc,61644
polyline,0xebbb,60347
polymer,0xe8ab,59563
pool,0xeb48,60232
portable_wifi_off,0xf087,61575
portrait,0xe851,59473
position_bottom_left,0xf70b,63243
position_bottom_right,0xf70a,63242
position_top_right,0xf709,63241
post,0xe705,59141
post_add,0xea20,59936
potted_plant,0xf8aa,63658
power,0xe63c,58940
power_input,0xe336,58166
power_off,0xe646,58950
power_settings_circle,0xf418,62488
power_settings_new,0xf8c7,63687
prayer_times,0xf838,63544
precision_manufacturing,0xf049,61513
pregnancy,0xf5f1,62961
pregnant_woman,0xf5f1,62961
preliminary,0xe7d8,59352
prescriptions,0xe121,57633
present_to_all,0xe0df,57567
preview,0xf1c5,61893
preview_off,0xf7af,63407
price_change,0xf04a,61514
price_check,0xf04b,61515
print,0xe8ad,59565
print_add,0xf7a2,63394
print_connect,0xf7a1,63393
print_disabled,0xe9cf,59855
print_error,0xf7a0,63392
print_lock,0xf651,63057
priority,0xe19f,57759
priority_high,0xe645,58949
privacy,0xf148,61768
privacy_tip,0xf0dc,61660
private_connectivity,0xe744,59204
problem,0xe122,57634
procedure,0xe651,58961
process_chart,0xf855,63573
production_quantity_limits,0xe1d1,57809
productivity,0xe296,58006
progress_activity,0xe9d0,59856
prompt_suggestion,0xf4f6,62710
propane,0xec14,60436
propane_tank,0xec13,60435
psychiatry,0xe123,57635
psychology,0xea4a,59978
psychology_alt,0xf8ea,63722
public,0xe80b,59403
public_off,0xf1ca,61898
publish,0xe255,57941
published_with_changes,0xf232,62002
pulmonology,0xe124,57636
pulse_alert,0xf501,62721
punch_clock,0xeaa8,60072
push_pin,0xf10d,61709
qr_code,0xef6b,61291
qr_code_2,0xe00a,57354
qr_code_2_add,0xf658,63064
qr_code_scanner,0xf206,61958
query_builder,0xefd6,61398
query_stats,0xe4fc,58620
question_answer,0xe8af,59567
question_exchange,0xf7f3,63475
question_mark,0xeb8b,60299
queue,0xe03c,57404
queue_music,0xe03d,57405
queue_play_next,0xe066,57446
quick_phrases,0xe7d1,59345
quick_reference,0xe46e,58478
quick_reference_all,0xf801,63489
quick_reorder,0xeb15,60181
quickreply,0xef6c,61292
quiet_time,0xf159,61785
quiet_time_active,0xeb76,60278
quiz,0xf04c,61516
r_mobiledata,0xf04d,61517
radar,0xf04e,61518
radio,0xe03e,57406
radio_button_checked,0xe837,59447
radio_button_partial,0xf560,62816
radio_button_unchecked,0xe836,59446
radiology,0xe125,57637
railway_alert,0xe9d1,59857
railway_alert_2,0xf461,62561
rainy,0xf176,61814
rainy_heavy,0xf61f,63007
rainy_light,0xf61e,63006
rainy_snow,0xf61d,63005
ramen_dining,0xea64,60004
ramp_left,0xeb9c,60316
ramp_right,0xeb96,60310
range_hood,0xe1ea,57834
rate_review,0xe560,58720
rate_review_rtl,0xe706,59142
raven,0xf555,62805
raw_off,0xf04f,61519
raw_on,0xf050,61520
read_more,0xef6d,61293
readiness_score,0xf6dd,63197
real_estate_agent,0xe73a,59194
rear_camera,0xf6c2,63170
rebase,0xf845,63557
rebase_edit,0xf846,63558
receipt,0xe8b0,59568
receipt_long,0xef6e,61294
receipt_long_off,0xf40a,62474
recent_actors,0xe03f,57407
recent_patient,0xf808,63496
recenter,0xf4c0,62656
recommend,0xe9d2,59858
record_voice_over,0xe91f,59679
rectangle,0xeb54,60244
recycling,0xe760,59232
redeem,0xe8f6,59638
redo,0xe15a,57690
reduce_capacity,0xf21c,61980
refresh,0xe5d5,58837
regular_expression,0xf750,63312
relax,0xf6dc,63196
release_alert,0xf654,63060
remember_me,0xf051,61521
reminder,0xe6c6,59078
reminders_alt,0xe6c6,59078
remote_gen,0xe83e,59454
remove,0xe15b,57691
remove_circle,0xf08f,61583
remove_circle_outline,0xf08f,61583
remove_done,0xe9d3,59859
remove_from_queue,0xe067,57447
remove_moderator,0xe9d4,59860
remove_red_eye,0xe8f4,59636
remove_road,0xebfc,60412
remove_selection,0xe9d5,59861
remove_shopping_cart,0xe928,59688
reopen_window,0xf708,63240
reorder,0xe8fe,59646
repartition,0xf8e8,63720
repeat,0xe040,57408
repeat_on,0xe9d6,59862
repeat_one,0xe041,57409
repeat_one_on,0xe9d7,59863
replace_audio,0xf451,62545
replace_image,0xf450,62544
replace_video,0xf44f,62543
replay,0xe042,57410
replay_10,0xe059,57433
replay_30,0xe05a,57434
replay_5,0xe05b,57435
replay_circle_filled,0xe9d8,59864
reply,0xe15e,57694
reply_all,0xe15f,57695
report,0xf052,61522
report_gmailerrorred,0xf052,61522
report_off,0xe170,57712
report_problem,0xf083,61571
request_page,0xf22c,61996
request_quote,0xf1b6,61878
reset_brightness,0xf482,62594
reset_exposure,0xf266,62054
reset_focus,0xf481,62593
reset_image,0xf824,63524
reset_iso,0xf480,62592
reset_settings,0xf47f,62591
reset_shadow,0xf47e,62590
reset_shutter_speed,0xf47d,62589
reset_tv,0xe9d9,59865
reset_white_balance,0xf47c,62588
reset_wrench,0xf56c,62828
resize,0xf707,63239
respiratory_rate,0xe127,57639
responsive_layout,0xe9da,59866
rest_area,0xf22a,61994
restart_alt,0xf053,61523
restaurant,0xe56c,58732
restaurant_menu,0xe561,58721
restore,0xe8b3,59571
restore_from_trash,0xe938,59704
restore_page,0xe929,59689
resume,0xf7d0,63440
reviews,0xf07c,61564
rewarded_ads,0xefb6,61366
rheumatology,0xe128,57640
rib_cage,0xf898,63640
rice_bowl,0xf1f5,61941
right_click,0xf706,63238
right_panel_close,0xf705,63237
right_panel_open,0xf704,63236
ring_volume,0xf0dd,61661
ring_volume_filled,0xf0dd,61661
ripples,0xe9db,59867
road,0xf472,62578
robot,0xf882,63618
robot_2,0xf5d0,62928
rocket,0xeba5,60325
rocket_launch,0xeb9b,60315
roller_shades,0xec12,60434
roller_shades_closed,0xec11,60433
roller_skating,0xebcd,60365
roofing,0xf201,61953
room,0xf1db,61915
room_preferences,0xf1b8,61880
room_service,0xeb49,60233
rotate_90_degrees_ccw,0xe418,58392
rotate_90_degrees_cw,0xeaab,60075
rotate_auto,0xf417,62487
rotate_left,0xe419,58393
rotate_right,0xe41a,58394
roundabout_left,0xeb99,60313
roundabout_right,0xeba3,60323
rounded_corner,0xe920,59680
route,0xeacd,60109
router,0xe328,58152
router_off,0xf2f4,62196
routine,0xe20c,57868
rowing,0xe921,59681
rss_feed,0xe0e5,57573
rsvp,0xf055,61525
rtt,0xe9ad,59821
rubric,0xeb27,60199
rule,0xf1c2,61890
rule_folder,0xf1c9,61897
rule_settings,0xf64c,63052
run_circle,0xef6f,61295
running_with_errors,0xe51d,58653
rv_hookup,0xe642,58946
safety_check,0xebef,60399
safety_check_off,0xf59d,62877
safety_divider,0xe1cc,57804
sailing,0xe502,58626
salinity,0xf876,63606
sanitizer,0xf21d,61981
satellite,0xe562,58722
satellite_alt,0xeb3a,60218
sauna,0xf6f7,63223
save,0xe161,57697
save_alt,0xf090,61584
save_as,0xeb60,60256
save_clock,0xf398,62360
saved_search,0xea11,59921
savings,0xe2eb,58091
scale,0xeb5f,60255
scan,0xf74e,63310
scan_delete,0xf74f,63311
scanner,0xe329,58153
scatter_plot,0xe268,57960
scene,0xe2a7,58023
schedule,0xefd6,61398
schedule_send,0xea0a,59914
schema,0xe4fd,58621
school,0xe80c,59404
science,0xea4b,59979
science_off,0xf542,62786
scooter,0xf471,62577
score,0xe269,57961
scoreboard,0xebd0,60368
screen_lock_landscape,0xf2d8,62168
screen_lock_portrait,0xf2be,62142
screen_lock_rotation,0xf2d6,62166
screen_record,0xf679,63097
screen_rotation,0xf2d5,62165
screen_rotation_alt,0xebee,60398
screen_rotation_up,0xf678,63096
screen_search_desktop,0xef70,61296
screen_share,0xe0e2,57570
screenshot,0xf056,61526
screenshot_frame,0xf677,63095
screenshot_frame_2,0xf374,62324
screenshot_keyboard,0xf7d3,63443
screenshot_monitor,0xec08,60424
screenshot_region,0xf7d2,63442
screenshot_tablet,0xf697,63127
script,0xf45f,62559
scrollable_header,0xe9dc,59868
scuba_diving,0xebce,60366
sd,0xe9dd,59869
sd_card,0xe623,58915
sd_card_alert,0xf057,61527
sd_storage,0xe623,58915
sdk,0xe720,59168
search,0xe8b6,59574
search_activity,0xf3e5,62437
search_check,0xf800,63488
search_check_2,0xf469,62569
search_gear,0xeefa,61178
search_hands_free,0xe696,59030
search_insights,0xf4bc,62652
search_off,0xea76,60022
seat_cool_left,0xf331,62257
seat_cool_right,0xf330,62256
seat_heat_left,0xf32f,62255
seat_heat_right,0xf32e,62254
seat_vent_left,0xf32d,62253
seat_vent_right,0xf32c,62252
security,0xe32a,58154
security_key,0xf503,62723
security_update,0xf2cd,62157
security_update_good,0xf073,61555
security_update_warning,0xf2d3,62163
segment,0xe94b,59723
select,0xf74d,63309
select_all,0xe162,57698
select_check_box,0xf1fe,61950
select_to_speak,0xf7cf,63439
select_window,0xe6fa,59130
select_window_2,0xf4c8,62664
select_window_off,0xe506,58630
self_care,0xf86d,63597
self_improvement,0xea78,60024
sell,0xf05b,61531
send,0xe163,57699
send_and_archive,0xea0c,59916
send_money,0xe8b7,59575
send_time_extension,0xeadb,60123
send_to_mobile,0xf2d2,62162
sensor_door,0xf1b5,61877
sensor_occupied,0xec10,60432
sensor_window,0xf1b4,61876
sensors,0xe51e,58654
sensors_krx,0xf556,62806
sensors_krx_off,0xf515,62741
sensors_off,0xe51f,58655
sentiment_calm,0xf6a7,63143
sentiment_content,0xf6a6,63142
sentiment_dissatisfied,0xe811,59409
sentiment_excited,0xf6a5,63141
sentiment_extremely_dissatisfied,0xf194,61844
sentiment_frustrated,0xf6a4,63140
sentiment_neutral,0xe812,59410
sentiment_sad,0xf6a3,63139
sentiment_satisfied,0xe813,59411
sentiment_satisfied_alt,0xe813,59411
sentiment_stressed,0xf6a2,63138
sentiment_very_dissatisfied,0xe814,59412
sentiment_very_satisfied,0xe815,59413
sentiment_worried,0xf6a1,63137
serif,0xf4ac,62636
server_person,0xf3bd,62397
service_toolbox,0xe717,59159
set_meal,0xf1ea,61930
settings,0xe8b8,59576
settings_accessibility,0xf05d,61533
settings_account_box,0xf835,63541
settings_alert,0xf143,61763
settings_applications,0xe8b9,59577
settings_b_roll,0xf625,63013
settings_backup_restore,0xe8ba,59578
settings_bluetooth,0xe8bb,59579
settings_brightness,0xe8bd,59581
settings_cell,0xf2d1,62161
settings_cinematic_blur,0xf624,63012
settings_ethernet,0xe8be,59582
settings_heart,0xf522,62754
settings_input_antenna,0xe8bf,59583
settings_input_component,0xe8c1,59585
settings_input_composite,0xe8c1,59585
settings_input_hdmi,0xe8c2,59586
settings_input_svideo,0xe8c3,59587
settings_motion_mode,0xf833,63539
settings_night_sight,0xf832,63538
settings_overscan,0xe8c4,59588
settings_panorama,0xf831,63537
settings_phone,0xe8c5,59589
settings_photo_camera,0xf834,63540
settings_power,0xe8c6,59590
settings_remote,0xe8c7,59591
settings_seating,0xef2d,61229
settings_slow_motion,0xf623,63011
settings_suggest,0xf05e,61534
settings_system_daydream,0xe1c3,57795
settings_timelapse,0xf622,63010
settings_video_camera,0xf621,63009
settings_voice,0xe8c8,59592
settop_component,0xe2ac,58028
seven_k,0xe971,59761
seven_k_plus,0xe972,59762
seven_mp,0xe973,59763
seventeen_mp,0xe959,59737
severe_cold,0xebd3,60371
shadow,0xe9df,59871
shadow_add,0xf584,62852
shadow_minus,0xf583,62851
shape_line,0xf8d3,63699
shape_recognition,0xeb01,60161
shapes,0xe602,58882
share,0xe80d,59405
share_eta,0xe5f7,58871
share_location,0xf05f,61535
share_off,0xf6cb,63179
share_reviews,0xf8a4,63652
share_windows,0xf613,62995
shaved_ice,0xf225,61989
sheets_rtl,0xf823,63523
shelf_auto_hide,0xf703,63235
shelf_position,0xf702,63234
shelves,0xf86e,63598
shield,0xe9e0,59872
shield_lock,0xf686,63110
shield_locked,0xf592,62866
shield_moon,0xeaa9,60073
shield_person,0xf650,63056
shield_question,0xf529,62761
shield_toggle,0xf2ad,62125
shield_watch,0xf30f,62223
shield_with_heart,0xe78f,59279
shield_with_house,0xe78d,59277
shift,0xe5f2,58866
shift_lock,0xf7ae,63406
shift_lock_off,0xf483,62595
shop,0xe8c9,59593
shop_2,0xe8ca,59594
shop_two,0xe8ca,59594
shopping_bag,0xf1cc,61900
shopping_bag_speed,0xf39a,62362
shopping_basket,0xe8cb,59595
shopping_cart,0xe8cc,59596
shopping_cart_checkout,0xeb88,60296
shopping_cart_off,0xf4f7,62711
shoppingmode,0xefb7,61367
short_stay,0xe4d0,58576
short_text,0xe261,57953
shortcut,0xf57a,62842
show_chart,0xe6e1,59105
shower,0xf061,61537
shuffle,0xe043,57411
shuffle_on,0xe9e1,59873
shutter_speed,0xe43d,58429
shutter_speed_add,0xf57e,62846
shutter_speed_minus,0xf57d,62845
sick,0xf220,61984
side_navigation,0xe9e2,59874
sign_language,0xebe5,60389
sign_language_2,0xf258,62040
signal_cellular_0_bar,0xf0a8,61608
signal_cellular_1_bar,0xf0a9,61609
signal_cellular_2_bar,0xf0aa,61610
signal_cellular_3_bar,0xf0ab,61611
signal_cellular_4_bar,0xe1c8,57800
signal_cellular_add,0xf7a9,63401
signal_cellular_alt,0xe202,57858
signal_cellular_alt_1_bar,0xebdf,60383
signal_cellular_alt_2_bar,0xebe3,60387
signal_cellular_connected_no_internet_0_bar,0xf0ac,61612
signal_cellular_connected_no_internet_4_bar,0xe1cd,57805
signal_cellular_no_sim,0xe1ce,57806
signal_cellular_nodata,0xf062,61538
signal_cellular_null,0xe1cf,57807
signal_cellular_off,0xe1d0,57808
signal_cellular_pause,0xf5a7,62887
signal_disconnected,0xf239,62009
signal_wifi_0_bar,0xf0b0,61616
signal_wifi_4_bar,0xf065,61541
signal_wifi_4_bar_lock,0xe1e1,57825
signal_wifi_bad,0xf064,61540
signal_wifi_connected_no_internet_4,0xf064,61540
signal_wifi_off,0xe1da,57818
signal_wifi_statusbar_4_bar,0xf065,61541
signal_wifi_statusbar_not_connected,0xf0ef,61679
signal_wifi_statusbar_null,0xf067,61543
signature,0xf74c,63308
signpost,0xeb91,60305
sim_card,0xe32b,58155
sim_card_alert,0xf057,61527
sim_card_download,0xf068,61544
simulation,0xf3e1,62433
single_bed,0xea48,59976
sip,0xf069,61545
siren,0xf3a7,62375
siren_check,0xf3a6,62374
siren_open,0xf3a5,62373
siren_question,0xf3a4,62372
six_ft_apart,0xf21e,61982
six_k,0xe96e,59758
six_k_plus,0xe96f,59759
six_mp,0xe970,59760
sixteen_mp,0xe958,59736
sixty_fps,0xefd4,61396
sixty_fps_select,0xefd5,61397
skateboarding,0xe511,58641
skeleton,0xf899,63641
skillet,0xf543,62787
skillet_cooktop,0xf544,62788
skip_next,0xe044,57412
skip_previous,0xe045,57413
skull,0xf89a,63642
skull_list,0xf370,62320
slab_serif,0xf4ab,62635
sledding,0xe512,58642
sleep,0xe213,57875
sleep_score,0xf6b7,63159
slide_library,0xf822,63522
sliders,0xe9e3,59875
slideshow,0xe41b,58395
slow_motion_video,0xe068,57448
smart_button,0xf1c1,61889
smart_card_reader,0xf4a5,62629
smart_card_reader_off,0xf4a6,62630
smart_display,0xf06a,61546
smart_outlet,0xe844,59460
smart_screen,0xf2d0,62160
smart_toy,0xf06c,61548
smartphone,0xe7ba,59322
smartphone_camera,0xf44e,62542
smb_share,0xf74b,63307
smoke_free,0xeb4a,60234
smoking_rooms,0xeb4b,60235
sms,0xe625,58917
sms_failed,0xe87f,59519
snippet_folder,0xf1c7,61895
snooze,0xe046,57414
snowboarding,0xe513,58643
snowing,0xe80f,59407
snowing_heavy,0xf61c,63004
snowmobile,0xe503,58627
snowshoeing,0xe514,58644
soap,0xf1b2,61874
soba,0xef36,61238
social_distance,0xe1cb,57803
social_leaderboard,0xf6a0,63136
solar_power,0xec0f,60431
solo_dining,0xef35,61237
sort,0xe164,57700
sort_by_alpha,0xe053,57427
sos,0xebf7,60407
sound_detection_dog_barking,0xf149,61769
sound_detection_glass_break,0xf14a,61770
sound_detection_loud_sound,0xf14b,61771
sound_sampler,0xf6b4,63156
soup_kitchen,0xe7d3,59347
source,0xf1c8,61896
source_environment,0xe527,58663
source_notes,0xe12d,57645
south,0xf1e3,61923
south_america,0xe7e4,59364
south_east,0xf1e4,61924
south_west,0xf1e5,61925
spa,0xeb4c,60236
space_bar,0xe256,57942
space_dashboard,0xe66b,58987
spatial_audio,0xebeb,60395
spatial_audio_off,0xebe8,60392
spatial_speaker,0xf4cf,62671
spatial_tracking,0xebea,60394
speaker,0xe32d,58157
speaker_group,0xe32e,58158
speaker_notes,0xe8cd,59597
speaker_notes_off,0xe92a,59690
speaker_phone,0xe0d2,57554
special_character,0xf74a,63306
specific_gravity,0xf872,63602
speech_to_text,0xf8a7,63655
speed,0xe9e4,59876
speed_0_25,0xf4d4,62676
speed_0_2x,0xf498,62616
speed_0_5,0xf4e2,62690
speed_0_5x,0xf497,62615
speed_0_75,0xf4d3,62675
speed_0_7x,0xf496,62614
speed_1_2,0xf4e1,62689
speed_1_25,0xf4d2,62674
speed_1_2x,0xf495,62613
speed_1_5,0xf4e0,62688
speed_1_5x,0xf494,62612
speed_1_75,0xf4d1,62673
speed_1_7x,0xf493,62611
speed_2x,0xf4eb,62699
speed_camera,0xf470,62576
spellcheck,0xe8ce,59598
split_scene,0xf3bf,62399
split_scene_down,0xf2ff,62207
split_scene_left,0xf2fe,62206
split_scene_right,0xf2fd,62205
split_scene_up,0xf2fc,62204
splitscreen,0xf06d,61549
splitscreen_add,0xf4fd,62717
splitscreen_bottom,0xf676,63094
splitscreen_landscape,0xf459,62553
splitscreen_left,0xf675,63093
splitscreen_portrait,0xf458,62552
splitscreen_right,0xf674,63092
splitscreen_top,0xf673,63091
splitscreen_vertical_add,0xf4fc,62716
spo2,0xf6db,63195
spoke,0xe9a7,59815
sports,0xea30,59952
sports_and_outdoors,0xefb8,61368
sports_bar,0xf1f3,61939
sports_baseball,0xea51,59985
sports_basketball,0xea26,59942
sports_cricket,0xea27,59943
sports_esports,0xea28,59944
sports_football,0xea29,59945
sports_golf,0xea2a,59946
sports_gymnastics,0xebc4,60356
sports_handball,0xea33,59955
sports_hockey,0xea2b,59947
sports_kabaddi,0xea34,59956
sports_martial_arts,0xeae9,60137
sports_mma,0xea2c,59948
sports_motorsports,0xea2d,59949
sports_rugby,0xea2e,59950
sports_score,0xf06e,61550
sports_soccer,0xea2f,59951
sports_tennis,0xea32,59954
sports_volleyball,0xea31,59953
sprinkler,0xe29a,58010
sprint,0xf81f,63519
square,0xeb36,60214
square_dot,0xf3b3,62387
square_foot,0xea49,59977
ssid_chart,0xeb66,60262
stack,0xf609,62985
stack_group,0xf359,62297
stack_hexagon,0xf41c,62492
stack_off,0xf608,62984
stack_star,0xf607,62983
stacked_bar_chart,0xe9e6,59878
stacked_email,0xe6c7,59079
stacked_inbox,0xe6c9,59081
stacked_line_chart,0xf22b,61995
stacks,0xf500,62720
stadia_controller,0xf135,61749
stadium,0xeb90,60304
stairs,0xf1a9,61865
stairs_2,0xf46c,62572
star,0xf09a,61594
star_border,0xf09a,61594
star_border_purple500,0xf09a,61594
star_half,0xe839,59449
star_outline,0xf09a,61594
star_purple500,0xf09a,61594
star_rate,0xf0ec,61676
star_rate_half,0xec45,60485
star_shine,0xf31d,62237
stars,0xe8d0,59600
stars_2,0xf31c,62236
start,0xe089,57481
stat_0,0xe697,59031
stat_1,0xe698,59032
stat_2,0xe699,59033
stat_3,0xe69a,59034
stat_minus_1,0xe69b,59035
stat_minus_2,0xe69c,59036
stat_minus_3,0xe69d,59037
stay_current_landscape,0xed3e,60734
stay_current_portrait,0xe7ba,59322
stay_primary_landscape,0xed3e,60734
stay_primary_portrait,0xf2d3,62163
steering_wheel_heat,0xf32b,62251
step,0xf6fe,63230
step_into,0xf701,63233
step_out,0xf700,63232
step_over,0xf6ff,63231
steppers,0xe9e7,59879
steps,0xf6da,63194
stethoscope,0xf805,63493
stethoscope_arrow,0xf807,63495
stethoscope_check,0xf806,63494
sticky_note,0xe9e8,59880
sticky_note_2,0xf1fc,61948
stock_media,0xf570,62832
stockpot,0xf545,62789
stop,0xe047,57415
stop_circle,0xef71,61297
stop_screen_share,0xe0e3,57571
storage,0xe1db,57819
store,0xe8d1,59601
store_mall_directory,0xe8d1,59601
storefront,0xea12,59922
storm,0xf070,61552
straight,0xeb95,60309
straighten,0xe41c,58396
strategy,0xf5df,62943
stream,0xe9e9,59881
stream_apps,0xf79f,63391
streetview,0xe56e,58734
stress_management,0xf6d9,63193
strikethrough_s,0xe257,57943
stroke_full,0xf749,63305
stroke_partial,0xf748,63304
stroller,0xf1ae,61870
style,0xe41d,58397
styler,0xe273,57971
stylus,0xf604,62980
stylus_brush,0xf366,62310
stylus_fountain_pen,0xf365,62309
stylus_highlighter,0xf364,62308
stylus_laser_pointer,0xf747,63303
stylus_note,0xf603,62979
stylus_pen,0xf363,62307
stylus_pencil,0xf362,62306
subdirectory_arrow_left,0xe5d9,58841
subdirectory_arrow_right,0xe5da,58842
subheader,0xe9ea,59882
subject,0xe8d2,59602
subscript,0xf111,61713
subscriptions,0xe064,57444
subtitles,0xe048,57416
subtitles_gear,0xf355,62293
subtitles_off,0xef72,61298
subway,0xe56f,58735
subway_walk,0xf287,62087
summarize,0xf071,61553
sunny,0xe81a,59418
sunny_snowing,0xe819,59417
superscript,0xf112,61714
supervised_user_circle,0xe939,59705
supervised_user_circle_off,0xf60e,62990
supervisor_account,0xe8d3,59603
support,0xef73,61299
support_agent,0xf0e2,61666
surfing,0xe515,58645
surgical,0xe131,57649
surround_sound,0xe049,57417
swap_calls,0xe0d7,57559
swap_driving_apps,0xe69e,59038
swap_driving_apps_wheel,0xe69f,59039
swap_horiz,0xe8d4,59604
swap_horizontal_circle,0xe933,59699
swap_vert,0xe8d5,59605
swap_vertical_circle,0xe8d6,59606
sweep,0xe6ac,59052
swipe,0xe9ec,59884
swipe_down,0xeb53,60243
swipe_down_alt,0xeb30,60208
swipe_left,0xeb59,60249
swipe_left_alt,0xeb33,60211
swipe_right,0xeb52,60242
swipe_right_alt,0xeb56,60246
swipe_up,0xeb2e,60206
swipe_up_alt,0xeb35,60213
swipe_vertical,0xeb51,60241
switch,0xe1f4,57844
switch_,0xe1f4,57844
switch_access,0xf6fd,63229
switch_access_2,0xf506,62726
switch_access_3,0xf34d,62285
switch_access_shortcut,0xe7e1,59361
switch_access_shortcut_add,0xe7e2,59362
switch_account,0xe9ed,59885
switch_camera,0xe41e,58398
switch_left,0xf1d1,61905
switch_right,0xf1d2,61906
switch_video,0xe41f,58399
switches,0xe733,59187
sword_rose,0xf5de,62942
swords,0xf889,63625
symptoms,0xe132,57650
synagogue,0xeab0,60080
sync,0xe627,58919
sync_alt,0xea18,59928
sync_arrow_down,0xf37c,62332
sync_arrow_up,0xf37b,62331
sync_desktop,0xf41a,62490
sync_disabled,0xe628,58920
sync_lock,0xeaee,60142
sync_problem,0xe629,58921
sync_saved_locally,0xf820,63520
sync_saved_locally_off,0xf264,62052
syringe,0xe133,57651
system_security_update,0xf2cd,62157
system_security_update_good,0xf073,61555
system_security_update_warning,0xf2d3,62163
system_update,0xf2cd,62157
system_update_alt,0xe8d7,59607
tab,0xe8d8,59608
tab_close,0xf745,63301
tab_close_inactive,0xf3d0,62416
tab_close_right,0xf746,63302
tab_duplicate,0xf744,63300
tab_group,0xf743,63299
tab_inactive,0xf43b,62523
tab_move,0xf742,63298
tab_new_right,0xf741,63297
tab_recent,0xf740,63296
tab_search,0xf2f2,62194
tab_unselected,0xe8d9,59609
table,0xf191,61841
table_bar,0xead2,60114
table_chart,0xe265,57957
table_chart_view,0xf6ef,63215
table_convert,0xf3c7,62407
table_edit,0xf3c6,62406
table_eye,0xf466,62566
table_lamp,0xe1f2,57842
table_large,0xf299,62105
table_restaurant,0xeac6,60102
table_rows,0xf101,61697
table_rows_narrow,0xf73f,63295
table_sign,0xef2c,61228
table_view,0xf1be,61886
tablet,0xe32f,58159
tablet_android,0xe330,58160
tablet_camera,0xf44d,62541
tablet_mac,0xe331,58161
tabs,0xe9ee,59886
tactic,0xf564,62820
tag,0xe9ef,59887
tag_faces,0xea22,59938
takeout_dining,0xea74,60020
takeout_dining_2,0xef34,61236
tamper_detection_off,0xe82e,59438
tamper_detection_on,0xf8c8,63688
tap_and_play,0xf2cc,62156
tapas,0xf1e9,61929
target,0xe719,59161
task,0xf075,61557
task_alt,0xe2e6,58086
tatami_seat,0xef33,61235
taunt,0xf69f,63135
taxi_alert,0xef74,61300
